position,target_token,kld_teacher_candidate,target_nll_teacher,target_nll_candidate,target_nll_delta,teacher_top1,candidate_top1,top1_equal,teacher_margin,teacher_top1_in_candidate_top5,teacher_top1_in_candidate_top10,top5_overlap,top10_overlap,centered_logit_rmse,centered_logit_cosine
10,13319,0.13088834707800998,6.38594437694001,6.466607621594314,0.08066324465430341,2235,3594,False,0.15230560302734375,True,True,0.8,0.9,0.48896254428737507,0.9838709505870805
11,2521,0.14080462404915564,6.210047302070226,7.940263122614951,1.730215820544725,198,321,False,0.5270500183105469,True,True,1.0,0.9,0.5975312420374755,0.9753239806419791
12,11,0.11011609326446178,1.5601457314215565,1.4710929521986102,-0.0890527792229463,198,11,False,0.23036956787109375,True,True,1.0,0.8,0.5194426950628164,0.9781794198299725
13,198,0.12561065542291952,0.6722918045581316,0.9056486554502605,0.23335685089212888,198,198,True,1.0981597900390625,True,True,0.8,0.6,0.551315221391661,0.9767466109271505
14,1719,0.23019254443508816,1.8697428785359094,1.1568492865897362,-0.7128935919461732,429,1719,False,0.6100101470947266,True,True,0.8,0.8,0.5756382340264778,0.9738831428651379
15,22193,0.11026840190801113,8.492343640728226,7.842549231448658,-0.6497944092795684,13319,13319,True,0.700408935546875,True,True,0.8,0.8,0.47747170355955204,0.9837245212918674
16,2094,0.10648876028661493,9.75594331836081,8.270949156174911,-1.4849941621858989,11,11,True,1.8048973083496094,True,True,0.6,0.7,0.6023282552905934,0.9748535899975919
17,279,0.04119256872916661,0.5479248853093672,0.46194133903651746,-0.08598354627284976,279,279,True,0.8142471313476562,True,True,0.8,1.0,0.5595633658018552,0.9747664530341551
18,11661,0.25598221841043445,1.5764648103897443,1.7650498820165659,0.1885850716268216,11661,11661,True,0.14449310302734375,True,True,0.6,0.8,0.5997813843855582,0.9745810576900226
19,11,0.023097127310018336,0.0928243190797069,0.13466418977212058,0.04183987069241368,11,11,True,3.5247879028320312,True,True,0.8,0.8,0.5967490012955183,0.9751134163223717
20,321,0.021736843079836622,0.1749450667728567,0.24928772356016538,0.07434265678730867,321,321,True,1.8984642028808594,True,True,1.0,1.0,0.4851975064446892,0.9809293826171319
21,279,0.18031725946744231,0.5891117681783307,0.4236856688742634,-0.16542609930406726,279,279,True,1.6007919311523438,True,True,0.6,0.7,0.5703803478270817,0.976561653859946
22,854,0.16803778384563334,5.300343458588721,6.4719628227329835,1.171619364144263,14170,9662,False,0.32952880859375,True,True,0.6,0.7,0.5421086709878291,0.979783525191398
23,47558,0.08459677084694521,7.994369524006373,9.335433616121406,1.3410640921150332,314,314,True,2.513620376586914,True,True,0.8,0.8,0.5832740817400354,0.9762143798331739
24,303,0.13382982743955468,4.5494026403138115,3.9122341717578877,-0.6371684685559238,314,13,False,0.3267784118652344,True,True,1.0,1.0,0.5576999214916409,0.9750796782003093
25,2107,0.023485578965272955,5.185215085567538,7.205470698279466,2.020255612711928,279,279,True,4.130100250244141,True,True,0.6,0.8,0.6007684914476965,0.9729687669516917
26,17872,0.6114949409374211,4.565897494450219,5.133102092443991,0.5672045979937721,279,279,True,0.25449371337890625,True,True,0.6,0.6,0.6959830552899268,0.9664347852380913
27,13,0.099509266561691,0.37451655873462286,0.21037906009850005,-0.1641374986361228,13,13,True,1.7819805145263672,True,True,0.8,0.9,0.5820920797103802,0.9738799843784028
28,1690,0.05245467269582402,8.055468655419443,7.874889680394972,-0.18057897502447062,198,198,True,1.2302742004394531,True,True,0.8,0.6,0.6148388173997645,0.967865497319881
29,2250,0.07391729879445975,4.6810546820021095,4.872438138236259,0.1913834562341492,279,279,True,0.47840118408203125,True,True,0.8,0.9,0.5413335732567439,0.9779490301929346
30,2756,0.12937955217375655,1.0560050370621248,0.9122529371024335,-0.1437520999596913,2756,2756,True,1.0967884063720703,True,True,1.0,1.0,0.5329058458956477,0.9798052040535301
31,279,0.07375101761926513,3.2652671061464034,2.7241881983838567,-0.5410789077625466,11,11,True,1.4956417083740234,True,True,1.0,0.8,0.5631418627719363,0.9749675269291191
32,7370,0.12538372099523898,9.232302861178411,9.617512861003789,0.38520999982537774,198,198,True,0.4884929656982422,True,True,1.0,0.9,0.6248094545902063,0.971709733656799
33,198,0.08588513730768277,1.0134996084262298,1.4120882364587573,0.3985886280325275,998,998,True,0.03518104553222656,True,True,1.0,0.8,0.5802888754216956,0.9751985303957211
34,3189,0.13447263688633773,3.634508731070081,3.970922998087854,0.3364142670177728,50054,50054,True,2.469738006591797,True,True,0.8,0.8,0.56435027746896,0.9763743818930459
35,639,0.02801431842024767,0.1625343987058443,0.1687099402167611,0.0061755415109168155,639,639,True,2.005311965942383,True,True,0.8,0.9,0.6876418334434636,0.9460393839627677
36,28428,0.28417642361964035,10.11570281703537,9.657949580042636,-0.4577532369927333,506,506,True,0.6861991882324219,True,True,0.6,0.6,0.6167057841465275,0.9721589913627561
37,1754,0.4826238152089998,0.5030817561243417,1.587538343396929,1.0844565872725873,1754,279,False,1.1938495635986328,True,True,0.8,0.9,0.6434850222149718,0.9672001060147358
38,975,0.0011599029730867158,0.004390096588601011,0.00492586649351523,0.0005357699049142184,975,975,True,7.3083953857421875,True,True,0.8,0.7,0.5214246342557929,0.9807203243087231
39,13,0.08893616893926025,0.9997205002211835,0.6394737847095229,-0.36024671551166065,13,13,True,0.3828887939453125,True,True,1.0,0.9,0.6568014038782405,0.9643151514263174
40,10643,0.046234589378009214,7.7222796786758146,7.4373359953776905,-0.28494368329812403,198,198,True,0.6474132537841797,True,True,1.0,0.9,0.5563447971008784,0.974200201722997
41,37780,0.14254116458837926,1.717639869276546,2.4464903302057976,0.7288504609292517,37780,17872,False,0.3224754333496094,True,True,0.8,0.9,0.5848592195063204,0.9770165223043463
42,7003,0.10483656403684793,6.20303161518644,5.90080453167451,-0.30222708351193006,998,998,True,2.5063934326171875,True,True,0.8,0.6,0.543612621930998,0.9792175361276212
43,506,0.2926530224898617,5.351001979277587,5.907384702043245,0.5563827227656581,440,440,True,0.4959754943847656,True,True,0.8,0.9,0.5672353051763339,0.9758453837435692
44,3603,0.14067049221727937,4.624024325581605,4.25437565009128,-0.36964867549032476,220,220,True,0.6344928741455078,True,True,1.0,0.9,0.5777273354854948,0.9765488071440519
45,694,0.16323170594531436,2.4684608770117187,2.1211049315135675,-0.3473559454981512,13,13,True,0.046489715576171875,True,True,0.8,0.9,0.7033932587377666,0.9646678351125095
46,35140,0.4464312368963474,2.6703826060447255,4.357115440341143,1.6867328342964178,524,524,True,0.4697093963623047,True,True,0.4,0.7,0.6088754216890331,0.9722274623321253
47,3438,0.003711744825090827,0.02385317393418873,0.013366227337780145,-0.010486946596408586,3438,3438,True,4.137142181396484,True,True,1.0,0.7,0.5775760471921294,0.9687557872757893
48,1238,0.04527769028441063,4.183681486401575,4.5446210173486215,0.36093953094704645,506,506,True,0.5435161590576172,True,True,1.0,0.7,0.5721884959805713,0.9740185336678807
49,61665,0.11112122554820858,1.61136769253552,2.3201603270549036,0.7087926345193836,61665,279,False,0.2757110595703125,True,True,1.0,0.9,0.6017620654110617,0.9758980796311985
50,13,0.024947829014510862,0.18781511705862997,0.15122003263338613,-0.03659508442524384,13,13,True,2.649852752685547,True,True,0.8,0.8,0.6598561734557786,0.965787459114524
51,198,0.01805227684543537,0.41451916232069763,0.4936377299704482,0.07911856764975056,198,198,True,1.6135921478271484,True,True,0.8,0.9,0.5505200765447117,0.973574971467721
52,1919,0.08403679908165004,3.4057453755731686,3.8196920141639055,0.4139466385907369,760,760,True,1.2849903106689453,True,True,0.6,0.9,0.6220755587559541,0.9641740246142939
53,5215,0.23431016226000786,4.285791622580373,5.1989727936255825,0.9131811710452098,369,369,True,0.5416278839111328,True,True,0.6,0.7,0.6897333964987932,0.9676697720646221
54,11488,0.11989692136798753,4.888146268504567,5.416525347852986,0.5283790793484187,314,314,True,0.7607421875,True,True,1.0,0.8,0.5590481719082315,0.9766004477173943
55,421,0.03685100152265996,0.36698448904129677,0.5148723311793404,0.14788784213804362,421,421,True,1.8449954986572266,True,True,1.0,0.8,0.5732051795997772,0.9747973686602716
56,37728,0.060456705445264075,8.72683567909013,9.730567102476979,1.0037314233868493,279,279,True,3.074024200439453,True,True,0.8,0.8,0.6014770428275187,0.9732092684207769
57,557,0.14649902002200554,0.8472367118033155,1.0244762404779415,0.177239528674626,557,557,True,1.7532997131347656,True,True,0.6,0.9,0.607013212166573,0.9760802709474381
58,22842,0.13098264996272047,3.783871035243056,3.220364398693512,-0.563506636549544,279,279,True,0.48928260803222656,True,True,0.8,0.9,0.6035882121798876,0.9756846058092573
59,799,0.10301310040354084,4.913968615609214,5.897514709487577,0.9835460938783633,279,279,True,1.8788223266601562,True,True,0.8,0.8,0.608181166161042,0.9714170095370103
60,55872,0.15661305285871036,11.059100291215398,11.068732138590597,0.009631847375199953,314,314,True,2.0781402587890625,True,True,0.8,0.8,0.6438094351589501,0.9727572393817422
61,13,0.1023755476600866,2.406441601875798,1.9306146338063677,-0.4758269680694305,777,13,False,0.044185638427734375,True,True,1.0,0.8,0.5943368592879098,0.9747623850614697
62,561,0.05435499004126877,1.9484296291968022,1.9618635267841498,0.013433897587347587,198,198,True,1.25677490234375,True,True,0.8,0.8,0.5962232898679559,0.9701327798077181
63,2015,0.18359086937059366,7.103868272854108,5.868597342105332,-1.2352709307487757,51715,51715,True,1.6167125701904297,True,True,0.6,0.6,0.6796234714373584,0.966868112033947
